run,source_file,row_index,scenario_id,country,gold,model,field,pred,correct,valid_pred,story_words,rot_words,has_debate_turns
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2548,3aa620b2eb8cb9fa,argentina,neutral,qwen7,qwen7_final,no,0,1,39,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2548,3aa620b2eb8cb9fa,argentina,neutral,qwen15,qwen15_final,neutral,1,1,39,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2549,e11f041c58889e79,mauritius,neutral,qwen7,qwen7_final,yes,0,1,57,12,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2549,e11f041c58889e79,mauritius,neutral,qwen15,qwen15_final,no,0,1,57,12,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2550,fceb76db42aeaf54,mauritius,neutral,qwen7,qwen7_final,neutral,1,1,38,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2550,fceb76db42aeaf54,mauritius,neutral,qwen15,qwen15_final,no,0,1,38,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2551,f6b86c041d7938c0,argentina,neutral,qwen7,qwen7_final,no,0,1,40,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2551,f6b86c041d7938c0,argentina,neutral,qwen15,qwen15_final,no,0,1,40,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2552,7c139bb65eaab9ab,argentina,neutral,qwen7,qwen7_final,no,0,1,30,18,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2552,7c139bb65eaab9ab,argentina,neutral,qwen15,qwen15_final,no,0,1,30,18,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2553,bd533b6f3faaa671,argentina,neutral,qwen7,qwen7_final,no,0,1,34,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2553,bd533b6f3faaa671,argentina,neutral,qwen15,qwen15_final,no,0,1,34,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2554,3ed87e4bd7902d95,argentina,neutral,qwen7,qwen7_final,no,0,1,30,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2554,3ed87e4bd7902d95,argentina,neutral,qwen15,qwen15_final,neutral,1,1,30,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2555,1442261ae8f10b66,argentina,neutral,qwen7,qwen7_final,no,0,1,31,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2555,1442261ae8f10b66,argentina,neutral,qwen15,qwen15_final,neutral,1,1,31,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2556,90cc3323650e1fb9,thailand,neutral,qwen7,qwen7_final,no,0,1,43,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2556,90cc3323650e1fb9,thailand,neutral,qwen15,qwen15_final,neutral,1,1,43,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2557,f8cac49983ce873a,laos,neutral,qwen7,qwen7_final,neutral,1,1,40,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2557,f8cac49983ce873a,laos,neutral,qwen15,qwen15_final,no,0,1,40,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2558,66d693777632fff0,laos,neutral,qwen7,qwen7_final,neutral,1,1,43,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2558,66d693777632fff0,laos,neutral,qwen15,qwen15_final,no,0,1,43,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2559,c4c7d1d36288e519,laos,neutral,qwen7,qwen7_final,neutral,1,1,55,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2559,c4c7d1d36288e519,laos,neutral,qwen15,qwen15_final,no,0,1,55,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2560,33f352f52424e800,sudan,neutral,qwen7,qwen7_final,no,0,1,40,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2560,33f352f52424e800,sudan,neutral,qwen15,qwen15_final,neutral,1,1,40,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2561,757618fee5e27e92,laos,neutral,qwen7,qwen7_final,yes,0,1,28,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2561,757618fee5e27e92,laos,neutral,qwen15,qwen15_final,no,0,1,28,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2562,04bb5bde5692addd,portugal,neutral,qwen7,qwen7_final,neutral,1,1,32,18,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2562,04bb5bde5692addd,portugal,neutral,qwen15,qwen15_final,no,0,1,32,18,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2563,54e7cc76e290d209,portugal,neutral,qwen7,qwen7_final,no,0,1,39,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2563,54e7cc76e290d209,portugal,neutral,qwen15,qwen15_final,no,0,1,39,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2564,74a6a0189a2117e4,serbia,neutral,qwen7,qwen7_final,neutral,1,1,31,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2564,74a6a0189a2117e4,serbia,neutral,qwen15,qwen15_final,no,0,1,31,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2565,3a64273e2a7de00a,laos,neutral,qwen7,qwen7_final,no,0,1,33,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2565,3a64273e2a7de00a,laos,neutral,qwen15,qwen15_final,neutral,1,1,33,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2566,9fe22ce04e83302f,sudan,neutral,qwen7,qwen7_final,neutral,1,1,39,10,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2566,9fe22ce04e83302f,sudan,neutral,qwen15,qwen15_final,no,0,1,39,10,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2567,b2470c8874ef926d,portugal,neutral,qwen7,qwen7_final,neutral,1,1,46,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2567,b2470c8874ef926d,portugal,neutral,qwen15,qwen15_final,neutral,1,1,46,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2568,7eaee75f13feb442,serbia,neutral,qwen7,qwen7_final,no,0,1,40,21,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2568,7eaee75f13feb442,serbia,neutral,qwen15,qwen15_final,neutral,1,1,40,21,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2569,1c3f65eef28e437b,mauritius,neutral,qwen7,qwen7_final,yes,0,1,42,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2569,1c3f65eef28e437b,mauritius,neutral,qwen15,qwen15_final,no,0,1,42,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2570,fadbdfa98f6a2f65,israel,neutral,qwen7,qwen7_final,no,0,1,39,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2570,fadbdfa98f6a2f65,israel,neutral,qwen15,qwen15_final,no,0,1,39,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2571,6e6c5e573cebabfe,mauritius,neutral,qwen7,qwen7_final,yes,0,1,41,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2571,6e6c5e573cebabfe,mauritius,neutral,qwen15,qwen15_final,neutral,1,1,41,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2572,e8b2f4f3794a6ea0,israel,neutral,qwen7,qwen7_final,no,0,1,36,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2572,e8b2f4f3794a6ea0,israel,neutral,qwen15,qwen15_final,neutral,1,1,36,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2573,48864f397b7db3e5,israel,neutral,qwen7,qwen7_final,no,0,1,37,18,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2573,48864f397b7db3e5,israel,neutral,qwen15,qwen15_final,no,0,1,37,18,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2574,0470c04b0f470549,israel,neutral,qwen7,qwen7_final,no,0,1,46,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2574,0470c04b0f470549,israel,neutral,qwen15,qwen15_final,neutral,1,1,46,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2575,ced30c6c2f96a5fa,israel,neutral,qwen7,qwen7_final,no,0,1,41,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2575,ced30c6c2f96a5fa,israel,neutral,qwen15,qwen15_final,neutral,1,1,41,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2576,d62b0f04a7e6e1fd,israel,neutral,qwen7,qwen7_final,no,0,1,37,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2576,d62b0f04a7e6e1fd,israel,neutral,qwen15,qwen15_final,no,0,1,37,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2577,92b8aabfd8c505b9,israel,neutral,qwen7,qwen7_final,no,0,1,28,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2577,92b8aabfd8c505b9,israel,neutral,qwen15,qwen15_final,neutral,1,1,28,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2578,c9e8253ad8a263ad,portugal,neutral,qwen7,qwen7_final,no,0,1,36,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2578,c9e8253ad8a263ad,portugal,neutral,qwen15,qwen15_final,no,0,1,36,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2579,288e29e789c57899,israel,neutral,qwen7,qwen7_final,neutral,1,1,40,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2579,288e29e789c57899,israel,neutral,qwen15,qwen15_final,no,0,1,40,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2580,f1b61bd2ef4f76be,israel,neutral,qwen7,qwen7_final,no,0,1,42,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2580,f1b61bd2ef4f76be,israel,neutral,qwen15,qwen15_final,neutral,1,1,42,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2581,714e46423198a9dc,israel,neutral,qwen7,qwen7_final,yes,0,1,28,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2581,714e46423198a9dc,israel,neutral,qwen15,qwen15_final,yes,0,1,28,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2582,b3a7ff6daf4877f8,thailand,neutral,qwen7,qwen7_final,neutral,1,1,26,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2582,b3a7ff6daf4877f8,thailand,neutral,qwen15,qwen15_final,no,0,1,26,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2583,06c71a871f5a4031,thailand,neutral,qwen7,qwen7_final,neutral,1,1,25,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2583,06c71a871f5a4031,thailand,neutral,qwen15,qwen15_final,no,0,1,25,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2584,c1d470f438cdd784,thailand,neutral,qwen7,qwen7_final,yes,0,1,30,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2584,c1d470f438cdd784,thailand,neutral,qwen15,qwen15_final,yes,0,1,30,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2585,e108b2359c5814cf,thailand,neutral,qwen7,qwen7_final,yes,0,1,30,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2585,e108b2359c5814cf,thailand,neutral,qwen15,qwen15_final,no,0,1,30,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2586,0c6ac1e4adeb39d9,portugal,neutral,qwen7,qwen7_final,no,0,1,22,12,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2586,0c6ac1e4adeb39d9,portugal,neutral,qwen15,qwen15_final,no,0,1,22,12,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2587,0ee47c6966553ae7,serbia,neutral,qwen7,qwen7_final,neutral,1,1,45,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2587,0ee47c6966553ae7,serbia,neutral,qwen15,qwen15_final,neutral,1,1,45,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2588,95edaefa61e3172f,thailand,neutral,qwen7,qwen7_final,no,0,1,34,10,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2588,95edaefa61e3172f,thailand,neutral,qwen15,qwen15_final,neutral,1,1,34,10,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2589,c4e9cbbd2eea18e8,portugal,neutral,qwen7,qwen7_final,no,0,1,40,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2589,c4e9cbbd2eea18e8,portugal,neutral,qwen15,qwen15_final,no,0,1,40,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2590,b79815cbc4e17e02,thailand,neutral,qwen7,qwen7_final,yes,0,1,36,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2590,b79815cbc4e17e02,thailand,neutral,qwen15,qwen15_final,no,0,1,36,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2591,bd34f07adfa89506,portugal,neutral,qwen7,qwen7_final,neutral,1,1,38,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2591,bd34f07adfa89506,portugal,neutral,qwen15,qwen15_final,no,0,1,38,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2592,f3c19c77e4b25eb0,sudan,neutral,qwen7,qwen7_final,neutral,1,1,31,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2592,f3c19c77e4b25eb0,sudan,neutral,qwen15,qwen15_final,no,0,1,31,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2593,d93972050cc9b084,sudan,neutral,qwen7,qwen7_final,no,0,1,28,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2593,d93972050cc9b084,sudan,neutral,qwen15,qwen15_final,neutral,1,1,28,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2594,e2ec757ad6b8f165,sudan,neutral,qwen7,qwen7_final,yes,0,1,36,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2594,e2ec757ad6b8f165,sudan,neutral,qwen15,qwen15_final,no,0,1,36,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2595,bc03370f997e85d8,sudan,neutral,qwen7,qwen7_final,no,0,1,37,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2595,bc03370f997e85d8,sudan,neutral,qwen15,qwen15_final,neutral,1,1,37,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2596,e56ba16bf0b83513,portugal,neutral,qwen7,qwen7_final,yes,0,1,21,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2596,e56ba16bf0b83513,portugal,neutral,qwen15,qwen15_final,yes,0,1,21,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2597,f441c71068c16672,sudan,neutral,qwen7,qwen7_final,no,0,1,31,28,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2597,f441c71068c16672,sudan,neutral,qwen15,qwen15_final,no,0,1,31,28,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2598,33c5eaa0d9b7e736,sudan,neutral,qwen7,qwen7_final,neutral,1,1,37,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2598,33c5eaa0d9b7e736,sudan,neutral,qwen15,qwen15_final,no,0,1,37,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2599,5a726ab6c10bcbd6,sudan,neutral,qwen7,qwen7_final,neutral,1,1,36,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2599,5a726ab6c10bcbd6,sudan,neutral,qwen15,qwen15_final,no,0,1,36,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2600,bd00e2d639aa25db,sudan,neutral,qwen7,qwen7_final,neutral,1,1,34,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2600,bd00e2d639aa25db,sudan,neutral,qwen15,qwen15_final,no,0,1,34,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2601,b203db457d6ec11a,sudan,neutral,qwen7,qwen7_final,no,0,1,31,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2601,b203db457d6ec11a,sudan,neutral,qwen15,qwen15_final,no,0,1,31,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2602,f47d11a3778fc31c,sudan,neutral,qwen7,qwen7_final,no,0,1,30,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2602,f47d11a3778fc31c,sudan,neutral,qwen15,qwen15_final,neutral,1,1,30,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2603,9755f94cbabbf984,sudan,neutral,qwen7,qwen7_final,no,0,1,46,10,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2603,9755f94cbabbf984,sudan,neutral,qwen15,qwen15_final,neutral,1,1,46,10,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2604,771b88b566b39f2c,sudan,neutral,qwen7,qwen7_final,neutral,1,1,47,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2604,771b88b566b39f2c,sudan,neutral,qwen15,qwen15_final,no,0,1,47,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2605,b81f0840be5834f8,serbia,neutral,qwen7,qwen7_final,neutral,1,1,22,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2605,b81f0840be5834f8,serbia,neutral,qwen15,qwen15_final,no,0,1,22,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2606,cbe3835c22c5f5ba,mauritius,neutral,qwen7,qwen7_final,no,0,1,44,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2606,cbe3835c22c5f5ba,mauritius,neutral,qwen15,qwen15_final,neutral,1,1,44,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2607,5e6382caadd8830a,serbia,neutral,qwen7,qwen7_final,neutral,1,1,28,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2607,5e6382caadd8830a,serbia,neutral,qwen15,qwen15_final,no,0,1,28,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2608,514d6441adb53bad,serbia,neutral,qwen7,qwen7_final,no,0,1,29,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2608,514d6441adb53bad,serbia,neutral,qwen15,qwen15_final,neutral,1,1,29,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2609,96414d7620519fb1,serbia,neutral,qwen7,qwen7_final,yes,0,1,41,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2609,96414d7620519fb1,serbia,neutral,qwen15,qwen15_final,yes,0,1,41,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2610,0fe13792e403b217,serbia,neutral,qwen7,qwen7_final,no,0,1,49,33,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2610,0fe13792e403b217,serbia,neutral,qwen15,qwen15_final,neutral,1,1,49,33,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2611,d3b450c36438f947,serbia,neutral,qwen7,qwen7_final,no,0,1,44,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2611,d3b450c36438f947,serbia,neutral,qwen15,qwen15_final,neutral,1,1,44,19,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2612,61f74138f0e157fe,serbia,neutral,qwen7,qwen7_final,no,0,1,30,8,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2612,61f74138f0e157fe,serbia,neutral,qwen15,qwen15_final,neutral,1,1,30,8,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2613,e72d2021f0659282,serbia,neutral,qwen7,qwen7_final,yes,0,1,23,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2613,e72d2021f0659282,serbia,neutral,qwen15,qwen15_final,no,0,1,23,17,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2614,49cc945f070cbe66,serbia,neutral,qwen7,qwen7_final,neutral,1,1,29,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2614,49cc945f070cbe66,serbia,neutral,qwen15,qwen15_final,neutral,1,1,29,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2615,7e9b6bf1b565a4e4,serbia,neutral,qwen7,qwen7_final,no,0,1,43,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2615,7e9b6bf1b565a4e4,serbia,neutral,qwen15,qwen15_final,no,0,1,43,16,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2616,0e264c1eb9c02dfe,mauritius,neutral,qwen7,qwen7_final,no,0,1,29,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2616,0e264c1eb9c02dfe,mauritius,neutral,qwen15,qwen15_final,no,0,1,29,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2617,a1f5c3b99e8f27cc,mauritius,neutral,qwen7,qwen7_final,no,0,1,28,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2617,a1f5c3b99e8f27cc,mauritius,neutral,qwen15,qwen15_final,no,0,1,28,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2618,f45a305f08a7410f,mauritius,neutral,qwen7,qwen7_final,neutral,1,1,18,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2618,f45a305f08a7410f,mauritius,neutral,qwen15,qwen15_final,no,0,1,18,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2619,cbc6ff9cd60e4adc,mauritius,neutral,qwen7,qwen7_final,no,0,1,31,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2619,cbc6ff9cd60e4adc,mauritius,neutral,qwen15,qwen15_final,neutral,1,1,31,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2620,ab282da3f95dc68a,mauritius,neutral,qwen7,qwen7_final,no,0,1,47,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2620,ab282da3f95dc68a,mauritius,neutral,qwen15,qwen15_final,neutral,1,1,47,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2621,172b7c2b64e3ac15,mauritius,neutral,qwen7,qwen7_final,no,0,1,35,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2621,172b7c2b64e3ac15,mauritius,neutral,qwen15,qwen15_final,no,0,1,35,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2622,055c261473bdf1c3,mauritius,neutral,qwen7,qwen7_final,no,0,1,27,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2622,055c261473bdf1c3,mauritius,neutral,qwen15,qwen15_final,no,0,1,27,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2623,62fbfeaa9c6db3d4,mauritius,neutral,qwen7,qwen7_final,no,0,1,32,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2623,62fbfeaa9c6db3d4,mauritius,neutral,qwen15,qwen15_final,neutral,1,1,32,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2624,638b94bc773ab058,mauritius,neutral,qwen7,qwen7_final,yes,0,1,26,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2624,638b94bc773ab058,mauritius,neutral,qwen15,qwen15_final,neutral,1,1,26,13,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2625,3ac44d378d028517,portugal,neutral,qwen7,qwen7_final,no,0,1,25,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2625,3ac44d378d028517,portugal,neutral,qwen15,qwen15_final,no,0,1,25,11,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2626,ebdd7025404482e4,portugal,neutral,qwen7,qwen7_final,no,0,1,34,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2626,ebdd7025404482e4,portugal,neutral,qwen15,qwen15_final,neutral,1,1,34,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2627,b14e75537e1646eb,portugal,neutral,qwen7,qwen7_final,yes,0,1,24,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2627,b14e75537e1646eb,portugal,neutral,qwen15,qwen15_final,neutral,1,1,24,14,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2628,4d7b9839280b6424,portugal,neutral,qwen7,qwen7_final,no,0,1,39,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2628,4d7b9839280b6424,portugal,neutral,qwen15,qwen15_final,neutral,1,1,39,20,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2629,52e220353ab84e19,portugal,neutral,qwen7,qwen7_final,no,0,1,39,12,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2629,52e220353ab84e19,portugal,neutral,qwen15,qwen15_final,neutral,1,1,39,12,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2630,a628beadb01c9eac,portugal,neutral,qwen7,qwen7_final,no,0,1,34,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2630,a628beadb01c9eac,portugal,neutral,qwen15,qwen15_final,neutral,1,1,34,15,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2631,b8cbd00cb805d54c,portugal,neutral,qwen7,qwen7_final,no,0,1,37,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2631,b8cbd00cb805d54c,portugal,neutral,qwen15,qwen15_final,neutral,1,1,37,22,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2632,68f1a227bef46e8c,portugal,neutral,qwen7,qwen7_final,no,0,1,43,23,1
qwen7_qwen15,results\multi\open_qwen7_qwen15_full.jsonl,2632,68f1a227bef46e8c,portugal,neutral,qwen15,qwen15_final,neutral,1,1,43,23,1
